trial,sigma,alpha,lam,kappa
74,4.166947281934956,11.481536214968816,0.0114815362149688,0.0167550522002
74,13.177044300762262,39.81071705534969,0.0398107170553496,0.0470708953309422
74,41.66947281934956,112.2018454301963,0.1122018454301963,0.1214492539872679
75,1.3177044300762262,2.511886431509577,0.0025118864315095,0.0061374390498427
75,4.166947281934956,10.715193052376048,0.010715193052376,0.0158943037819145
75,13.177044300762262,39.81071705534969,0.0398107170553496,0.0470708953309422
75,41.66947281934956,169.82436524617427,0.1698243652461742,0.1799262196097658
76,1.3177044300762262,3.311311214825908,0.0033113112148259,0.0071699185739953
76,4.166947281934956,13.182567385564074,0.013182567385564,0.0186502998192951
76,13.177044300762262,52.48074602497723,0.0524807460249772,0.0602466844969346
76,41.66947281934956,194.98445997580453,0.1949844599758045,0.2053775964962583
77,1.3177044300762262,2.691534803926914,0.0026915348039269,0.0063726729940749
77,4.166947281934956,11.481536214968816,0.0114815362149688,0.0167550522002
77,13.177044300762262,39.81071705534969,0.0398107170553496,0.0470708953309422
77,41.66947281934956,138.03842646028838,0.1380384264602883,0.1477093679019815
78,1.3177044300762262,3.090295432513592,0.0030902954325135,0.0068879449162997
78,4.166947281934956,12.30268770812381,0.0123026877081238,0.0176724164225175
78,13.177044300762262,45.70881896148752,0.0457088189614875,0.0532193956875115
78,41.66947281934956,158.48931924611108,0.1584893192461111,0.1684467314998097
79,1.3177044300762262,2.884031503126605,0.0028840315031266,0.0066225297317136
79,4.166947281934956,13.182567385564074,0.013182567385564,0.0186502998192951
79,13.177044300762262,48.97788193684456,0.0489778819368445,0.0566155364806987
79,41.66947281934956,194.98445997580453,0.1949844599758045,0.2053775964962583
80,1.3177044300762262,2.344228815319923,0.0023442288153199,0.0059159522620173
80,4.166947281934956,10.715193052376048,0.010715193052376,0.0158943037819145
80,13.177044300762262,39.81071705534969,0.0398107170553496,0.0470708953309422
80,41.66947281934956,181.97008586099827,0.1819700858609982,0.1922171815590011
81,1.3177044300762262,2.691534803926914,0.0026915348039269,0.0063726729940749
81,4.166947281934956,11.481536214968816,0.0114815362149688,0.0167550522002
81,13.177044300762262,42.65795188015925,0.0426579518801592,0.0500426915655242
81,41.66947281934956,169.82436524617427,0.1698243652461742,0.1799262196097658
82,1.3177044300762262,3.311311214825908,0.0033113112148259,0.0071699185739953
82,4.166947281934956,13.182567385564074,0.013182567385564,0.0186502998192951
82,13.177044300762262,48.97788193684456,0.0489778819368445,0.0566155364806987
82,41.66947281934956,194.98445997580453,0.1949844599758045,0.2053775964962583
83,1.3177044300762262,3.090295432513592,0.0030902954325135,0.0068879449162997
83,4.166947281934956,12.30268770812381,0.0123026877081238,0.0176724164225175
83,13.177044300762262,42.65795188015925,0.0426579518801592,0.0500426915655242
83,41.66947281934956,169.82436524617427,0.1698243652461742,0.1799262196097658
84,1.3177044300762262,3.311311214825908,0.0033113112148259,0.0071699185739953
84,4.166947281934956,12.30268770812381,0.0123026877081238,0.0176724164225175
84,13.177044300762262,45.70881896148752,0.0457088189614875,0.0532193956875115
84,41.66947281934956,223.87211385683375,0.2238721138568337,0.2345597495480548
85,1.3177044300762262,2.344228815319923,0.0023442288153199,0.0059159522620173
85,4.166947281934956,9.332543007969903,0.0093325430079699,0.0143283232750622
85,13.177044300762262,30.19951720402013,0.0301995172040201,0.0369749015733597
85,41.66947281934956,85.11380382023759,0.0851138038202375,0.0938086997648393
86,1.3177044300762262,2.511886431509577,0.0025118864315095,0.0061374390498427
86,4.166947281934956,12.30268770812381,0.0123026877081238,0.0176724164225175
86,13.177044300762262,48.97788193684456,0.0489778819368445,0.0566155364806987
86,41.66947281934956,194.98445997580453,0.1949844599758045,0.2053775964962583
87,1.3177044300762262,3.090295432513592,0.0030902954325135,0.0068879449162997
87,4.166947281934956,11.481536214968816,0.0114815362149688,0.0167550522002
87,13.177044300762262,39.81071705534969,0.0398107170553496,0.0470708953309422
87,41.66947281934956,147.91083881682073,0.1479108388168207,0.1577246113141497
88,1.3177044300762262,3.090295432513592,0.0030902954325135,0.0068879449162997
88,4.166947281934956,10.715193052376048,0.010715193052376,0.0158943037819145
88,13.177044300762262,34.673685045253166,0.0346736850452531,0.0416887068570924
88,41.66947281934956,79.43282347242805,0.079432823472428,0.0879919149948014
89,1.3177044300762262,2.511886431509577,0.0025118864315095,0.0061374390498427
89,4.166947281934956,10.715193052376048,0.010715193052376,0.0158943037819145
89,13.177044300762262,37.1535229097172,0.0371535229097172,0.0442904502986448
89,41.66947281934956,120.22644346174133,0.1202264434617413,0.1296141893266365
90,1.3177044300762262,2.511886431509577,0.0025118864315095,0.0061374390498427
90,4.166947281934956,10.715193052376048,0.010715193052376,0.0158943037819145
90,13.177044300762262,42.65795188015925,0.0426579518801592,0.0500426915655242
90,41.66947281934956,158.48931924611108,0.1584893192461111,0.1684467314998097
91,1.3177044300762262,2.884031503126605,0.0028840315031266,0.0066225297317136
91,4.166947281934956,11.481536214968816,0.0114815362149688,0.0167550522002
91,13.177044300762262,39.81071705534969,0.0398107170553496,0.0470708953309422
91,41.66947281934956,120.22644346174133,0.1202264434617413,0.1296141893266365
92,1.3177044300762262,2.511886431509577,0.0025118864315095,0.0061374390498427
92,4.166947281934956,10.715193052376048,0.010715193052376,0.0158943037819145
92,13.177044300762262,39.81071705534969,0.0398107170553496,0.0470708953309422
92,41.66947281934956,158.48931924611108,0.1584893192461111,0.1684467314998097
93,1.3177044300762262,2.511886431509577,0.0025118864315095,0.0061374390498427
93,4.166947281934956,10.715193052376048,0.010715193052376,0.0158943037819145
93,13.177044300762262,39.81071705534969,0.0398107170553496,0.0470708953309422
93,41.66947281934956,138.03842646028838,0.1380384264602883,0.1477093679019815
94,1.3177044300762262,2.884031503126605,0.0028840315031266,0.0066225297317136
94,4.166947281934956,12.30268770812381,0.0123026877081238,0.0176724164225175
94,13.177044300762262,48.97788193684456,0.0489778819368445,0.0566155364806987
94,41.66947281934956,208.92961308540364,0.2089296130854036,0.2194695937465584
95,1.3177044300762262,2.884031503126605,0.0028840315031266,0.0066225297317136
95,4.166947281934956,12.30268770812381,0.0123026877081238,0.0176724164225175
95,13.177044300762262,42.65795188015925,0.0426579518801592,0.0500426915655242
95,41.66947281934956,158.48931924611108,0.1584893192461111,0.1684467314998097
96,1.3177044300762262,2.691534803926914,0.0026915348039269,0.0063726729940749
